Unnamed: 0,id,title,sub_title,date_x,persian_date,service,category,relevance,duplicate,protests_categories,protest_ritual,violent,protest_form_en,protest_form_fa,issue,issue_specific,local_national_international,issue_location_name,location_category,target,organizer_type,civil_society_sector,main_political_sector,event_location_name,size_of_participants,arena_name,arena_type,event_date,is_multi_day,date_range_start,date_range_end,days_duration,_processing_status,_model_used,event_day,original_article_id,_is_expanded,duplicate_group_id
58280,58798,راهپیمایی کردستانی‌ها در محکومیت اغتشاشات اخیر برگزار شد,,2018-01-08 10:51:57,دوشنبه ۱۸ دی ۱۳۹۶ - ۱۳:۲۱,سرویس استان ها,"
                        کردستان
                        
                    ",Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Political,N/A,Local,کردستان,Province Center,Government,Ordinary Citizens,Political,Unknown,سنندج,unknown,میدان آزادی,Public place,,No,,,1.0,success,gpt-4o-mini,,,,
58295,63234,معترضانی که در تخریب اموال عمومی نقش نداشتند به‌زودی آزاد می‌شوند ,عابدی:,2018-01-09 08:24:54,سه‌شنبه ۱۹ دی ۱۳۹۶ - ۱۰:۵۴,سرویس سیاسی,"
                        مجلس
                        
                    ",Yes,No,Petitioning,Protest,No,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Student/university,N/A,Local,اصفهان,City,Government,Unknown,Student Movement,Unknown,اصفهان,unknown,Unknown,Unknown,,No,,,1.0,success,gpt-4o-mini,,,,
58757,45992,فوت دو نفر در پی حادثه تیراندازی در ارومیه,,2018-02-05 06:28:41,دوشنبه ۱۶ بهمن ۱۳۹۶ - ۰۸:۵۸,سرویس استان ها,"
                        آذربایجان غربی
                        
                    ",Yes,No,,Armed Conflicts,YES,armed attack,حمله/درگیری مسلحانه,Unknown,N/A,Local,ارومیه,City,Unknown,Unknown,Unknown,Unknown,ارومیه,unknown,خیابان دانشکده,Streets,,No,,,1.0,success,gpt-4o-mini,,,,
58934,41931,قوه قضاییه درباره دستگیری فعالان محیط زیست و مرگ دکتر سید امامی در زندان پاسخگو باشد,تابش:,2018-02-11 19:58:12,یکشنبه ۲۲ بهمن ۱۳۹۶ - ۲۲:۲۸,سرویس سیاسی,"
                        مجلس
                        
                    ",Yes,No,Petitioning,Protest,No,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Human rights,N/A,National,Unknown,NA,Judiciary,Political Org./Party,Environmental,Reformist,Unknown,Unknown,Unknown,Unknown,,No,,,1.0,success,gpt-4o-mini,,,,
58951,42143,دیدار با خانواده‌های فعالان بازداشت‌شده محیط زیست و توضیحات کارشناسان اطلاعات سپاه,تابش خبر داد,2018-02-12 13:48:00,دوشنبه ۲۳ بهمن ۱۳۹۶ - ۱۶:۱۸,سرویس سیاسی,"
                        مجلس
                        
                    ",Yes,No,Petitioning,Protest,Unknown,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Environmental,N/A,National,Unknown,NA,Government,Campaign,Environmental,Reformist,Unknown,Unknown,Unknown,Unknown,Unknown,No,,,1.0,success,gpt-4o-mini,,,,f20e02e5501e66a99c93b0a9d3d7df8a
59027,39488,اعتراض دانشجویان تحصیلات تکمیلی ارومیه به پرداخت شهریه در ترم‌های خارج از سنوات + پاسخ دانشگاه,,2018-02-18 08:02:00,یکشنبه ۲۹ بهمن ۱۳۹۶ - ۱۰:۳۲,سرویس علمی و دانشگاهی,"
                        صنفی، فرهنگی
                        
                    ",Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,vigil,تحصن,Student/university,N/A,Local,ارومیه,City,University Officials,Formal student group,Student Movement,Unknown,دانشگاه ارومیه,unknown,دانشگاه ارومیه,University campuses,,No,,,1.0,success,gpt-4o-mini,,,,
59035,39403,فراکسیون امید موضوع فوت سیدامامی و بازداشت فعالان محیط زیست را به کمیسیون اصل ۹۰ ارجاع می‌کند,پارسایی به ایسنا خبر داد,2018-02-18 09:54:47,یکشنبه ۲۹ بهمن ۱۳۹۶ - ۱۲:۲۴,سرویس سیاسی,"
                        مجلس
                        
                    ",Yes,Yes,Petitioning,,,,,,,,,,,,,,,,Unknown,,,,,,,success,gpt-4o-mini,,,,e3136944919345c600e670efd5ec6aed
59041,39265,درگذشت جمعی از فعالان محیط زیست در حادثه سقوط هواپیما,,2018-02-18 13:06:11,یکشنبه ۲۹ بهمن ۱۳۹۶ - ۱۵:۳۶,سرویس سیاسی,,Yes,Yes,,,,,,,,,,,,,,,,,Unknown,,,,,,,success,gpt-4o-mini,,,,f20e02e5501e66a99c93b0a9d3d7df8a
59176,33746,پردیسان خانه همه فعالان و سمن‌های محیط زیست است,معاون آموزش و پژوهش سازمان حفاظت محیط زیست:,2018-02-28 15:18:07,چهارشنبه ۹ اسفند ۱۳۹۶ - ۱۷:۴۸,سرویس اجتماعی,,Yes,Yes,N/A,,,,,,,,,,,,,,,,Unknown,,,,,,,success,gpt-4o-mini,,,,f20e02e5501e66a99c93b0a9d3d7df8a
59195,29205,درخواست نجفی از شهروندان تهرانی برای پیوستن به کمپین درخت به جای سبزه,,2018-03-02 11:43:18,جمعه ۱۱ اسفند ۱۳۹۶ - ۱۴:۱۳,سرویس اجتماعی,"
                        جامعه، شهری
                        
                    ",Yes,No,Petitioning,Protest,NO,Civil campaigning,کمپین مدنی یا پویشگری,Environmental,Env_Deforestation,Local,تهران,Capital,Municipality/ city councils,Campaign,Environmental,Unknown,تهران,unknown,خیابان ولیعصر,Public place,,No,,,1.0,success,gpt-4o-mini,,,,
59355,36770,وضعیت فعالان بازداشت شده محیط زیست را پیگیری می‌کنیم,کلانتری در نشست فراکسیون محیط زیست:,2018-03-12 13:28:55,دوشنبه ۲۱ اسفند ۱۳۹۶ - ۱۵:۵۸,سرویس سیاسی,"
                        مجلس
                        
                    ",Yes,Yes,Petitioning,,,,,,,,,,,,,,,,Unknown,,,,,,,success,gpt-4o-mini,,,,f20e02e5501e66a99c93b0a9d3d7df8a
59714,17565,بیانیه تشکل‌های محیط زیست خوزستان خطاب به رئیس جمهور در اعتراض به انتقال آب,,2018-04-17 10:52:10,سه‌شنبه ۲۸ فروردین ۱۳۹۷ - ۱۳:۲۲,سرویس استان ها,"
                        خوزستان
                        
                    ",Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Environmental,N/A,Local,خوزستان,Province Center,Government,NGO/Community,Environmental,Unknown,اهواز,unknown,Unknown,Unknown,,No,,,1.0,success,gpt-4o-mini,,,,
59722,7393,اختلاف‌نظر وزارت اطلاعات و برخی دستگاه‌ها درباره جاسوس بودن فعالان بازداشت‌شده محیط زیست,تابش به نقل از کلانتری مطرح کرد؛,2018-04-17 15:21:00,سه‌شنبه ۲۸ فروردین ۱۳۹۷ - ۱۷:۵۱,سرویس سیاسی,"
                        مجلس
                        
                    ",Yes,No,Petitioning,Protest,No,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Environmental,N/A,National,Unknown,NA,Government,Campaign,Environmental,Reformist,کمیسیون تلفیق,unknown,کمیسیون تلفیق,Other,,No,,,1.0,success,gpt-4o-mini,,,,
59754,18163,درگیری محیط‎بان لرستانی با متخلفان محیط زیست,,2018-04-19 14:19:35,پنجشنبه ۳۰ فروردین ۱۳۹۷ - ۱۶:۴۹,سرویس استان ها,"
                        لرستان
                        
                    ",Yes,No,,Protest,YES,Other,سایر,Environmental,Env_Deforestation,Local,خرم‎آباد,City,Law Enforcement Force,Unknown,Environmental,Unknown,خرم‎آباد,small group < 15,پاسگاه محیط‎بانی سرمرغ,Working places,,No,,,1.0,success,gpt-4o-mini,,,,
59795,18780,نامه جمعی از استادان و فعالان محیط زیست به روحانی درباره وضعیت ۱۳ محیط زیستی‌ بازداشتی,,2018-04-22 10:04:00,یکشنبه ۲ اردیبهشت ۱۳۹۷ - ۱۲:۳۴,سرویس اجتماعی,"
                        محیط زیست
                        
                    ",Yes,No,Petitioning,Protest,No,Collective open letter,نامه جمعی اعتراضی,Environmental,N/A,National,Unknown,Unknown,Government,NGO/Community,Environmental,Unknown,Unknown,unknown,Unknown,Unknown,,No,,,1.0,success,gpt-4o-mini,,,,
60121,24049,اعتراض دانشجویان دانشگاه فردوسی به کاهش سنوات تحصیلی+پاسخ مسئولان,,2018-05-13 13:22:25,یکشنبه ۲۳ اردیبهشت ۱۳۹۷ - ۱۵:۵۲,سرویس علمی و دانشگاهی,"
                        آموزش
                        
                    ",Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Student/university,N/A,Local,مشهد,City,Ministries,Formal student group,Student Movement,Unknown,مقابل سازمان مرکزی دانشگاه فردوسی,medium group < 50,مقابل سازمان مرکزی دانشگاه فردوسی,University campuses,Unknown,No,,,1.0,success,gpt-4o-mini,,,,
60251,2662239,آزادی ۲ متهم پرونده فعالان محیط زیست/ ۲۰ نفر دیگر بازداشت شده‌اند/ ممنوع‌الخروجی همسر سیدامامی,درفشان اعلام کرد,2018-05-21 06:59:00,دوشنبه ۳۱ اردیبهشت ۱۳۹۷ - ۰۹:۲۹,سرویس سیاسی,,Yes,No,N/A,Protest,Unknown,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Human rights,N/A,Local,Unknown,Unknown,Judiciary,Unknown,Human rights,Unknown,دادسرای امنیت,unknown,دادسرای امنیت,In front of state buildings,,No,,,1.0,success,gpt-4o-mini,,,,
60277,2661749,کلانتری: فعالان بازداشت شده محیط زیستی باید آزاد شوند,,2018-05-22 09:15:44,سه‌شنبه ۱ خرداد ۱۳۹۷ - ۱۱:۴۵,سرویس اجتماعی,,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Environmental,N/A,Local,Unknown,Unknown,Government,Unknown,Environmental,Unknown,سالن همایش‌های سازمان حفاظت‌ محیط زیست,unknown,سالن همایش‌های سازمان حفاظت‌ محیط زیست,Public place,,No,,,1.0,success,gpt-4o-mini,,,,
60494,2656619,قیام ۱۵ خرداد تا پرونده دستگیری فعالان محیط زیست,در سخنان امروز دادستان کل کشور مطرح شد,2018-06-05 13:43:00,سه‌شنبه ۱۵ خرداد ۱۳۹۷ - ۱۶:۱۳,سرویس سیاسی,,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Economic,N/A,Local,Unknown,City,Government,Unknown,Unknown,Unknown,ورامین,unknown,مصلی صاحب الزمان (عج),Public place,Unknown,No,,,1.0,success,gpt-4o-mini,,,,
60592,2656396,درگیری سیستان و بلوچستان با بحران خشکسالی و ریزگردها,نماینده خاش مطرح کرد:,2018-06-09 07:26:06,شنبه ۱۹ خرداد ۱۳۹۷ - ۰۹:۵۶,سرویس استان ها,,Yes,No,N/A,Protest,Unknown,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Environmental,Env_Drought/ water scarcity,Local,سیستان و بلوچستان,Province Center,Government,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,No,,,1.0,success,gpt-4o-mini,,,,
